record_id,station_id,river_name,state,date,month,rainfall_mm,upstream_rainfall_mm,forecast_rainfall_next24_mm,water_level_m,warning_level_m,danger_level_m,discharge_cumecs,temperature_c,humidity_pct,soil_moisture_pct,wind_speed_kmph,reservoir_release_cumecs,embankment_condition,historical_flood_freq,distance_to_river_km,elevation_m,population_density,flood_risk_score,alert_level,flood_occurred
23278,STN0449,Ganga,UTTAR PRADESH,2018/06/15,6.0,262.6,269.2,283.5,6.1,5.52,7.01,2258.4,27.6,,,,318.4,Moderate,4.0,9.39,355.3,7164.0,0.701,high,1
23279,STN0101,YAMUNA,Bihar,15-May-2016,5.0,-9.5,8.3,0.0,5.03,7.06,7.99,1372.9,20.6,60.8,48.9,14.6,108.4,Poor,0.0,12.7,210.0,3214.0,0.559,MODERATE,0
23280,STN0089,Mahanadi,Madhya Pradesh,2022-11-18,11.0,17.7,22.2,15.6,6.64,8.28,9.25,1800.8,28.3,45.3,48.6,24.4,98.3,Poor,0.0,3.39,158.5,5298.0,0.464,Moderate,0
23281,stn0162,Mahanadi,MADHYA PRADESH,15-Aug-2024,8.0,183.4,112.9,223.0,2.72,4.07,5.56,795.4,29.9,54.6,58.2,21.6,274.3,Poor,0.0,5.83,98.6,6198.0,0.559,moderate,0
23282,STN0359,cauvery,andhra pradesh,03/03/2019,3.0,47.0,32.0,35.2,6.89,8.13,8.97,1411.5,26.7,,11.4,14.1,104.7,GOOD,0.0,2.71,48.3,3871.0,0.435,low,No
23283,STN0154,MAHANADI,Madhya Pradesh,16/07/2021,7.0,46.2,30.2,36.8,5.31,5.94,7.3,971.3,30.9,84.1,55.4,13.4,194.8,MODERATE,2.0,6.3,354.3,11353.0,0.49,moderate,0
23284,STN0353,Brahmaputra, Assam ,31-May-2019,5.0,127.2,89.4,92.5,7.41,6.76,7.64,1474.5,26.9,32.8,39.6,13.1,94.7,Good,1.0,14.72,9.8,8063.0,0.595, High ,0
23285,STN0009, Mahanadi ,MADHYA PRADESH,2024-10-12,10.0,37.0,,37.7,7.29,8.05,9.03,1170.9,23.8,60.2,37.8,14.1,, Moderate ,0.0,2.53,236.2,3990.0,0.483,Moderate,1
23286,STN0263,cauvery,andhra pradesh,15/11/2021,11.0,212.5,185.4,199.6,6.74,6.5,7.53,1766.5,26.8,54.4,34.4,22.5,96.1,Moderate,1.0,0.28,368.2,4293.0,0.558,High,1
23287,STN0221,ganga,UTTAR PRADESH,22/04/2020,4.0,17.6,13.7,28.7,2.26,4.0,5.42,415.3,18.0,64.6,29.1,17.6,126.2,,2.0,3.76,188.8,9662.0,0.228,Low,0
23288,STN0332,narmada,MAHARASHTRA,2024-12-23,12.0,11.1,11.8,14.1,6.57,7.61,8.57,1556.7,26.0,55.8,40.8,12.8,168.0, Moderate ,0.0,6.94,251.4,672.0,0.602,MODERATE,0
23289,STN0173,krishna,odisha,20/08/2024,8.0,153.2,108.8,185.5,6.02,5.65,6.48,994.5,24.8,78.3,54.5,15.3,137.4,,1.0,10.84,296.1,2538.0,0.62, High ,0
23290,STN0255, Godavari ,West Bengal,28-Aug-2015,8.0,65.7,90.9,79.5,4.73,5.43,6.66,1007.2,26.6,70.2,66.4,10.9,,Moderate,2.0,7.41,39.6,1297.0,0.418,low,0
23291,STN0302,Mahanadi,Madhya Pradesh,14-May-2015,5.0,28.2,32.7,15.5,3.17,3.94,4.76,1198.9,17.6,46.2,28.3,17.4,131.4,moderate,0.0,10.12,175.8,1417.0,0.424,low,0
23292,Stn-0230,TAPI,Karnataka,2017-02-03,2.0,63.8,85.2,33.1,3.91,4.78,5.76,1405.1,27.6,42.7,51.2,12.6,149.5,god,1.0,13.46,182.9,5187.0,0.498,Moderate,0
23293,STN0366,GANGA, Uttar Pradesh ,2021-11-25,11.0,24.3,32.7,25.8,5.55,6.5,7.35,1688.1,25.8,63.4,52.4,23.5,0.0,Moderate,2.0,11.81,133.2,7612.0,0.374,low,0
23294,STN0065,YAMUNA,BIHAR,2024/04/14,4.0,18.7,15.4,20.7,,8.31,9.31,2353.8,13.9,59.9,39.8,6.8,117.6,GOOD,1.0,0.63,399.8,6905.0,0.404,LOW,0
23295,STN0119,NARMADA,Maharashtra,2022-07-30,7.0,190.6,233.7,144.7,9.56,8.0,9.44,1940.6,36.7,84.9,38.0,12.7,146.2,good,2.0,0.96,101.2,359.0,0.648,SEVERE,1
23296,STN0090,brahmaputra,Assam,2024-05-08,5.0,94.5,59.6,85.7,6.97,7.58,8.95,2366.7,16.4,58.4,37.1,7.5,0.0,Moderate,1.0,3.43,182.2,,0.489,Moderate,0
23297,STN0017,yamuna,Bihar,16/04/2020,4.0,65.2,62.5,63.3,4.56,4.96,5.97,1128.4,29.9,59.4,18.0,22.6,103.5,good,0.0,11.29,20.5,10645.0,0.407,LOW,0
23298,Stn-0017,yamuna,Bihar,01-26-2019,1.0,64.3,84.6,65.9,,4.96,5.97,1121.8,22.3,69.3,58.8,17.1,70.5,Poor,0.0,0.51,20.5,10645.0,0.559,Moderate,0
23299,STN0166,Ganga,UTTAR PRADESH,02-06-2020,2.0,-120.0,75.3,145.0,5.99,6.13,7.45,1102.2,28.4,75.7,27.0,3.0,30.7,Good,0.0,14.49,172.4,9456.0,0.536,Moderate,0
23300,STN0411,CAUVERY, Andhra Pradesh ,30/01/2016,1.0,41.7,50.0,57.6,7.96,8.56,9.42,2765.3,31.2,49.6,53.8,18.3,190.9,Moderate,0.0,14.62,265.8,6138.0,0.532,moderate,0
23301,STN0290,GANGA,UTTAR PRADESH,28/07/2019,7.0,295.3,232.3,295.8,5.19,4.14,5.44,872.3,33.6,72.8,76.0,16.9,297.0,Moderate,3.0,11.5,307.1,8013.0,0.729,High,0
23302,STN0446,yamuna,Bihar,21/09/2021,9.0,61.4,62.7,49.0,4.75,5.47,6.57,1761.7,17.8,,68.7,7.5,227.4,Good,4.0,8.95,100.1,8056.0,0.401,LOW,0
23303,STN0100,Mahanadi, Madhya Pradesh ,11/02/2016,2.0,44.0,51.3,60.9,6.76,8.32,9.43,1256.9,28.3,49.1,18.4,15.7,106.1,Moderate,0.0,3.23,346.0,3458.0,0.481,MODERATE,0
23304,STN0359,Cauvery,Andhra Pradesh,28/06/2019,6.0,366.0,327.7,438.4,10.81,8.13,8.97,3881.4,22.6,86.5,69.3,26.7,307.3,Good,2.0,7.66,48.3,3871.0,0.917,severe,1
23305,STN0125,ganga,UTTAR PRADESH,05/12/2015,12.0,27.3,23.8,32.1,5.0,7.23,8.69,1826.8,19.0,49.1,31.8,9.9,103.1,Moderate,3.0,3.38,196.9,5083.0,0.347,LOW,0
23306,STN0260,yamuna,BIHAR,01-08-2022,1.0,-34.2,21.9,29.3,5.99,6.53,7.35,1138.3,,59.7,46.0,2.1,62.4,MODERATE,0.0,4.33,181.6,9011.0,0.355,low,0
23307,STN0318,Mahanadi,madhya pradesh,10-Jul-2024,7.0,226.5,212.8,195.5,7.69,8.05,9.33,1209.0,34.8,72.0,36.9,12.8,95.3,poor,2.0,8.76,279.5,3450.0,0.638,moderate,0
23308,STN0168,GODAVARI,west bengal,2018-10-10,10.0,28.6,30.2,32.0,5.2,5.81,6.69,860.3,24.8,42.2,31.4,21.2,52.2,good,0.0,7.49,42.7,3177.0,0.336,LOW,0
23309,STN0280,Narmada,Maharashtra,08-14-2022,8.0,155.8,202.6,151.5,9.01,7.65,8.83,1752.2,37.0,,62.2,26.2,181.6, Moderate ,3.0,2.61,279.5,6200.0,0.763,Severe,1
23310,STN0344,Godavari,West Bengal,2019/01/29,1.0,94.6,87.2,72.0,4.97,5.62,7.01,1084.9,19.4,63.1,41.6,17.7,39.6,moderate,0.0,1.51,9.4,11945.0,0.501,MODERATE,0
23311,STN0449,ganga,Uttar Pradesh,07-09-2018,7.0,72.8,45.0,59.5,5.5,5.52,7.01,1805.2,31.9,82.3,53.9,,158.2, Moderate ,3.0,9.69,355.3,7164.0,0.485,Moderate,0
23312,STN0218,Narmada, Maharashtra ,25-Apr-2019,4.0,72.6,69.9,107.4,3.22,4.47,5.88,1071.7,31.5,42.1,37.8,10.4,61.8,moderate,1.0,0.67,266.4,7422.0,0.391,LOW,0
23313,STN0470,Tapi,karnataka,30/05/2017,5.0,76.0,86.3,40.9,7.77,8.26,9.23,1731.4,30.3,61.9,43.2,9.3,0.0,,0.0,14.88,291.8,8777.0,0.495,Moderate,1
23314,STN0241,BRAHMAPUTRA,Assam,10-13-2016,10.0,105.8,81.1,45.3,2.77,3.22,4.6,482.3,,53.0,33.9,11.4,0.0,Moderate,0.0,2.48,218.3,9846.0,0.28,Low,0
23315,Stn-0463,kosi, Gujarat ,2016-04-03,4.0,23.2,27.9,28.7,5.13,5.88,7.12,1291.0,25.9,42.4,54.1,15.9,0.0,,0.0,4.69,75.1,3610.0,0.441, Low ,0
23316,STN0033,krishna,Odisha,2023-06-26,6.0,179.2,158.3,196.4,5.53,6.1,7.59,1766.0,32.6,65.4,55.5,9.0,282.5,Moderate,2.0,12.59,198.1,6771.0,0.674,HIGH,1
23317,STN0414,Ganga,Uttar Pradesh,2023-09-06,9.0,213.5,203.7,173.4,8.45,7.73,9.1,2983.5,29.7,66.7,64.5,26.0,191.1,good,1.0,7.2,13.3,8456.0,0.713,HIGH,1
23318,STN0482,KOSI, Gujarat ,2023-02-14,2.0,29.2,23.8,18.9,,6.79,7.86,1608.1,-172.2,,28.3,,109.3,poor,0.0,5.15,350.0,10304.0,0.438, Low ,0
23319,STN0259,TAPI,karnataka,25/11/2023,11.0,31.1,26.6,18.6,4.97,6.32,7.73,1720.2,17.3,44.4,48.4,13.8,0.0,good,2.0,14.51,161.8,5459.0,0.407,Low,0
23320,STN0282,Cauvery,andhra pradesh,07-22-2016,7.0,48.2,49.5,35.2,3.65,4.75,5.79,1136.3,27.5,72.7,37.9,18.3,235.8,Good,3.0,3.86,390.4,,0.363,low,0
23321,Stn-0495,KRISHNA,odisha,10-Apr-2024,4.0,45.6,29.3,43.1,7.03,6.8,7.84,1465.4,20.3,51.4,5.0,4.0,152.5,GOOD,0.0,8.41,224.3,10692.0,0.429,HIGH,1
23322,STN0192,narmada,maharashtra,11-20-2016,11.0,24.8,19.9,37.0,6.02,6.45,7.7,941.1,36.7,54.9,37.3,18.7,109.7,POOR,0.0,1.94,396.5,11577.0,0.512,MODERATE,0
23323,STN0499,Tapi,Karnataka,11-Oct-2024,10.0,44.3,45.9,28.7,,3.34,4.57,938.8,28.7,,40.7,16.7,0.0,GOOD,0.0,0.62,145.4,7785.0,0.297,low,0
23324,STN0495,krishna,Odisha,07/07/2015,7.0,239.0,210.0,129.1,,6.8,7.84,1483.6,33.7,83.8,90.4,26.7,415.6,good,1.0,2.83,224.3,10692.0,0.828, Severe ,1
23325,STN0356,Cauvery,ANDHRA PRADESH,07-12-2022,7.0,127.7,116.8,152.2,5.97,7.37,8.47,1334.2,29.3,95.1,50.6,,154.3,Moderate,3.0,5.79,321.6,6904.0,0.562,MODERATE,1
23326,STN0478,Tapi,karnataka,01-23-2019,1.0,21.3,13.6,15.9,5.3,6.63,7.79,2099.1,22.8,39.3,24.6,0.0,0.0,Poor,0.0,2.81,205.8,9488.0,0.404,low,0
23327,STN0476,MAHANADI, Madhya Pradesh ,05-14-2022,5.0,29.8,38.9,19.6,2.14,3.87,5.28,650.8,29.4,65.8,63.3,10.8,19.6,MODERATE,0.0,6.39,219.2,3377.0,0.335, Low ,0
23328,STN0013, Mahanadi ,Madhya Pradesh,2024/01/10,1.0,103.8,98.9,111.8,7.39,8.01,9.25,2677.7,25.3,58.6,40.6,3.0,82.8,Good,0.0,12.65,111.6,11956.0,0.513,Moderate,0
23329,STN0236,KRISHNA,odisha,2019-08-20,8.0,164.7,104.9,90.3,4.85,5.89,6.74,1768.5,36.1,77.5,71.5,14.4,179.0, Moderate ,3.0,8.83,97.7,10694.0,0.551, Moderate ,0
23330,stn0060,kosi, Gujarat ,13/03/2017,3.0,32.6,37.3,32.6,3.49,3.77,5.09,507.0,30.4,60.7,19.3,0.8,123.1,Moderate,0.0,12.97,265.3,9449.0,0.36,low,1
23331,Stn-0255,godavari,west bengal,2021-01-11,1.0,57.3,51.7,74.3,5.25,5.43,6.66,872.9,18.0,61.9,50.0,18.5,126.7,Moderate,1.0,12.46,39.6,1297.0,0.516,Moderate,0
23332,STN0242,BRAHMAPUTRA,Assam,07/07/2023,7.0,66.5,90.9,78.4,,5.07,6.11,1895.2,29.9,66.1,62.1,11.3,269.6,POOR,5.0,9.86,337.6,6535.0,0.605, Moderate ,0
23333,STN0429,godavari,WEST BENGAL,02-18-2017,2.0,9.6,11.1,12.3,4.55,6.93,8.19,1139.8,31.6,36.2,9.8,33.1,120.8,Poor,0.0,2.59,320.5,7673.0,0.42,Low,0
23334,STN0017,Yamuna,bihar,2020-07-21,7.0,226.9,173.2,139.7,6.35,4.96,5.97,1290.7,21.0,89.4,36.6,21.9,120.9, Moderate ,0.0,4.34,20.5,10645.0,0.67,Severe,1
23335,STN0158,Brahmaputra,ASSAM,04/11/2023,11.0,-7.7,5.7,0.0,2.79,3.56,4.64,814.6,19.5,57.2,49.3,14.9,25.4,good,1.0,4.11,167.4,5000.0,0.37,LOW,0
23336,STN0260,YAMUNA,bihar,2018-01-24,1.0,79.6,68.0,77.8,5.12,6.53,7.35,1961.2,12.9,54.0,38.9,25.2,55.8,moderate,1.0,2.98,181.6,9011.0,0.432, Low ,0
23337,STN0265,Tapi,karnataka,2023/11/05,11.0,20.6,19.1,0.0,3.15,4.1,5.01,661.6,20.6,,32.2,,,GOOD,0.0,2.72,396.9,,0.36,Low,0
23338,STN0138,Krishna,Odisha,2017-09-20,9.0,38.4,48.9,7.6,3.65,4.43,5.74,599.8,24.4,82.0,63.3,14.1,167.9,MODERATE,4.0,6.73,274.0,1899.0,0.408,low,0
23339,STN0232,GANGA, Uttar Pradesh ,03/06/2024,6.0,73.4,85.6,50.6,8.61,7.83,8.98,1970.3,31.8,77.6,54.3,12.7,206.6,Moderate,4.0,10.79,142.3,250.0,0.545,High,1
23340,STN0359,cauvery,Andhra Pradesh,03-30-2017,3.0,96.7,118.4,125.7,7.53,8.13,8.97,1668.5,21.9,47.7,29.5,21.6,134.6,Poor,0.0,12.7,48.3,3871.0,0.62,moderate,0
23341,stn0446,Yamuna,bihar,2019/07/23,7.0,76.8,95.9,98.4,3.81,5.47,6.57,960.0,26.0,77.2,74.6,,180.9,MODERATE,1.0,0.58,100.1,8056.0,0.372, Low ,0
23342,STN0018,Mahanadi,madhya pradesh,2021/01/30,1.0,70.8,68.0,35.5,4.26,4.68,6.14,1438.9,26.9,37.2,25.3,26.6,18.5,good,0.0,9.56,53.2,7157.0,0.343,Low,0
23343,STN0159,kosi, Gujarat ,29/10/2018,10.0,43.0,36.3,55.8,6.01,7.14,8.28,1366.7,24.3,67.7,40.7,34.0,76.5,Good,0.0,10.27,336.7,7846.0,0.348,LOW,0
23344,STN0002, Godavari ,west bengal,05-19-2020,5.0,42.8,40.8,23.1,7.48,8.19,9.01,2838.7,26.6,47.0,5.7,6.1,46.7,MODERATE,0.0,7.42,71.2,162.0,0.376, Low ,1
23345,STN0011,godavari,West Bengal,2023-10-02,10.0,5.4,6.3,0.0,4.07,4.89,6.1,897.8,32.5,46.2,40.9,19.6,0.0,Good,0.0,5.99,86.3,3736.0,0.42,LOW,0
23346,STN0028,BRAHMAPUTRA,assam,2016-11-05,11.0,85.5,99.9,109.4,6.95,7.76,8.94,1970.2,22.8,72.4,32.0,26.4,126.6, Moderate ,0.0,7.85,381.0,5823.0,0.522,Moderate,0
23347,STN0035,Narmada,MAHARASHTRA,01/01/2017,1.0,26.9,33.5,20.1,1.94,4.0,4.92,636.9,30.6,60.8,35.0,11.2,69.8,Moderate,0.0,7.19,60.2,8149.0,0.176,LOW,0
23348,STN0167,KOSI,GUJARAT,2015-08-02,8.0,117.0,128.3,108.5,3.98,5.49,6.46,927.4,41.0,93.5,31.3,10.5,242.1, Good ,1.0,3.32,268.7,2496.0,0.477,moderate,1
23349,Stn-0350, Yamuna , Bihar ,02/06/2022,6.0,241.1,153.7,208.1,6.71,6.39,7.62,2271.6,36.1,95.2,65.2,15.8,119.6,Good,2.0,5.52,59.2,1467.0,0.669,high,0
23350,Stn-0027,kosi,Gujarat,2018-05-12,5.0,111.5,97.5,44.2,5.08,5.72,6.71,1853.2,27.0,212.4,59.7,26.9,111.9,,1.0,1.52,7.0,7099.0,0.46,moderate,0
23351,STN0468,YAMUNA,Bihar,14-Dec-2019,12.0,32.4,,13.4,3.26,3.97,5.41,801.3,26.5,40.3,49.6,15.0,,MODERATE,1.0,1.37,70.1,6747.0,0.401,Low,0
23352,STN0428,krishna,ODISHA,2017/08/08,8.0,128.6,89.2,108.8,4.77,4.88,6.23,1866.8,39.2,72.6,43.5,10.8,211.7, Moderate ,0.0,4.87,387.6,118.0,0.49, Moderate ,0
23353,STN0056,GODAVARI, West Bengal ,2020-01-07,1.0,51.6,34.0,53.9,4.26,5.89,6.96,1327.7,25.9,70.4,23.4,,92.9,Good,0.0,13.43,372.7,11204.0,0.283, Low ,0
23354,STN0229, Kosi ,Gujarat,25/04/2021,4.0,31.8,43.4,29.6,3.53,3.62,4.68,633.2,23.4,58.9,49.1,17.0,104.3, Moderate ,0.0,3.22,43.2,10594.0,0.457, Moderate ,0
23355,STN0310,GANGA,Uttar Pradesh,03-30-2024,3.0,17.1,10.9,7.5,6.23,6.41,7.91,2337.7,17.6,55.8,47.5,23.1,,Moderate,0.0,9.79,261.8,,0.414,Low,0
23356,STN0002,Godavari, West Bengal ,10/11/2015,11.0,51.5,56.6,40.5,6.38,8.19,9.01,2433.3,27.4,44.4,37.2,26.3,18.3,good,1.0,8.94,71.2,162.0,0.388,Low,0
23357,Stn-0060,Kosi,gujarat,04-18-2015,4.0,35.9,26.7,34.9,2.33,3.77,5.09,862.3,31.4,62.4,36.8,3.4,68.6,POOR,1.0,11.37,265.3,9449.0,0.319,Low,0
23358,STN0137,Tapi,KARNATAKA,12-04-2022,12.0,9.1,5.6,0.0,7.29,7.71,8.75,1561.0,26.2,48.1,31.0,11.7,109.6,poor,1.0,9.93,76.6,1457.0,0.496, Moderate ,0
23359,STN0387,KRISHNA,odisha,26/04/2023,4.0,53.2,70.9,42.8,5.35,6.56,7.42,785.2,26.7,52.2,45.1,20.8,99.5,GOOD,0.0,3.89,256.5,11661.0,0.455,MODERATE,0
23360,STN0107,BRAHMAPUTRA,Assam,07-26-2023,7.0,180.5,250.5,204.0,7.7,7.77,9.05,2257.9,29.1,89.7,71.5,32.1,133.8,moderate,1.0,0.85,234.2,5451.0,0.598, Moderate ,0
23361,STN0225,narmada,Maharashtra,27/04/2018,4.0,19.9,16.8,43.4,4.12,6.33,7.59,1065.3,29.4,46.2,53.3,22.4,63.5,moderate,0.0,2.9,74.2,11810.0,0.397,Low,0
23362,STN0305,BRAHMAPUTRA, Assam ,12/01/2023,1.0,38.1,45.3,32.1,2.55,3.68,4.82,540.4,28.0,53.8,31.2,19.5,28.4,Poor,0.0,5.0,178.6,8904.0,0.406,LOW,No
23363,STN0339,MAHANADI,MADHYA PRADESH,2015/04/14,4.0,14.1,18.3,25.2,3.59,5.22,6.7,935.6,19.4,42.1,39.3,11.2,105.4,good,0.0,13.49,150.3,,0.376,Low,0
23364,STN0500,BRAHMAPUTRA, Assam ,24/08/2021,8.0,154.3,162.6,95.8,3.75,3.64,4.93,1301.8,26.6,82.7,51.3,7.0,176.7,MODERATE,3.0,1.02,314.6,7679.0,0.6, High ,1
23365,STN0173,KRISHNA,Odisha,25/02/2015,2.0,99.7,70.2,72.3,4.1,5.65,6.48,749.3,22.9,46.1,5.0,24.6,118.1, Good ,2.0,0.54,296.1,2538.0,0.361,Low,0
23366,STN0019, Cauvery ,andhra pradesh,04/07/2018,7.0,,190.4,139.6,7.7,6.53,7.86,2727.4,36.4,100.0,76.5,19.4,252.9,Good,0.0,5.61,183.6,4759.0,0.662,high,0
23367,STN0142,narmada,MAHARASHTRA,14-Aug-2015,8.0,85.0,75.3,105.7,5.48,6.18,7.53,955.3,27.5,79.6,63.7,22.0,280.6,Good,2.0,9.09,47.2,6778.0,0.489,moderate,0
23368,STN0433,kosi,Gujarat,16/09/2021,9.0,150.8,118.3,71.4,3.81,4.24,5.2,819.9,31.8,58.8,45.3,22.2,258.8,POOR,2.0,1.78,235.1,7285.0,0.541, Moderate ,0
23369,STN0068,Mahanadi, Madhya Pradesh ,2015-07-19,7.0,27.7,19.0,20.7,7.31,7.83,8.84,1450.7,19.6,90.6,43.5,13.6,181.2,Poor,3.0,5.38,165.7,4410.0,0.526, Moderate ,0
23370,STN0030,GODAVARI,WEST BENGAL,2023-07-16,7.0,91.2,109.6,65.2,4.49,4.11,5.09,660.5,28.2,85.7,58.7,24.1,203.7,moderate,3.0,0.79,347.8,871.0,0.621,High,0
23371,STN0046,KRISHNA,ODISHA,10-05-2018,10.0,56.9,41.4,30.9,6.67,8.43,9.24,1757.3,17.8,50.4,62.2,9.2,54.2,good,1.0,12.94,75.0,6255.0,0.371,low,0
23372,STN0188,KOSI,GUJARAT,2022-11-28,11.0,111.5,,58.0,3.98,4.22,5.14,1218.2,20.6,39.8,10.2,15.2,24.5, Moderate ,1.0,2.5,164.7,7915.0,0.51,MODERATE,0
23373,Stn-0166,GANGA,UTTAR PRADESH,20/07/2020,7.0,51.1,34.3,10.7,4.25,6.13,7.45,904.6,35.6,77.7,74.4,,177.8,Moderate,2.0,11.0,172.4,9456.0,0.392,low,0
23374,STN0252,GODAVARI,WEST BENGAL,08-30-2022,8.0,198.0,204.9,249.6,7.58,5.8,7.19,2058.9,25.5,69.5,53.8,24.8,115.0,MODERATE,3.0,11.26,124.7,2167.0,0.679, Severe ,1
23375,STN0479,Krishna,ODISHA,13/08/2015,8.0,146.4,88.1,108.3,2.3,3.59,4.64,531.0,41.3,89.8,61.4,15.5,160.3, Good ,0.0,14.02,122.5,5412.0,0.35,Low,0
23376,stn0164,Godavari,West Bengal,2024-06-19,6.0,9.6,12.8,19.2,54.2,3.48,4.57,776.6,30.3,94.9,30.7,12.3,244.0,Modrate,2.0,7.59,113.5,5564.0,0.389,LOW,0
23377,STN0172,Ganga,uttar pradesh,27/12/2018,12.0,18.1,20.6,22.6,5.04,7.46,8.42,1440.6 cumecs,21.1,56.2,55.2,18.8,38.9, Good ,0.0,0.86,71.4,6280.0,0.329,Low,0
23378,STN0130,Narmada,MAHARASHTRA,20/05/2017,5.0,39.4,41.4,16.3,7.09,7.44,8.82,1519.7,29.0,47.1,61.4,22.6,0.0,MODERATE,0.0,13.25,218.0,7884.0,0.476, Moderate ,0
23379,STN0302,mahanadi,madhya pradesh,10/02/2018,2.0,58.3,68.0,29.7,4.42,3.94,4.76,716.5,25.8,71.3,29.6,31.5,53.1,GOOD,1.0,1.66,175.8,,0.423,High,1
23380,STN0410,Krishna,ODISHA,2022-07-14,7.0,50.0,31.6,59.2,2.21,3.7,5.07,737.5,31.5,,49.0,17.9,207.9, Poor ,3.0,2.25,43.9,4208.0,0.346,Low,0
23381,STN0113,Krishna,odisha,09/06/2020,6.0,68.5,59.0,87.2,6.04,7.7,9.16,1571.7,29.1,79.5,51.7,25.7,246.9, Moderate ,3.0,11.04,382.4,10886.0,0.553, Moderate ,0
23382,STN0180,cauvery,Andhra Pradesh,2016-05-27,5.0,72.1,69.5,34.0,3.64,4.33,5.79,728.1,28.9,202.9,35.2,7.8,23.9,Good,0.0,8.55,220.9,9286.0,0.424,low,0
23383,STN0051, Brahmaputra ,assam,23-Nov-2023,11.0,101.1,62.4,130.2,6.49,7.17,8.39,1659.9,30.2,50.4,58.8,14.1,56.4,Good,1.0,10.61,201.4,1154.0,0.557,Moderate,0
23384,STN0002,GODAVARI, West Bengal ,06-08-2021,6.0,178.3,207.7,104.3,8.24,8.19,9.01,1677.2,26.7,69.5,74.7,6.6,161.7,GOOD,3.0,14.89,71.2,162.0,0.558,HIGH,1
23385,STN0500,BRAHMAPUTRA,Assam,07/12/2018,12.0,87.4,117.9,81.2,2.82,3.64,4.93,878.7,27.0,55.7,50.7,18.1,22.6,Moderate,0.0,6.05,314.6,7679.0,0.415,LOW,0
23386,STN0261,yamuna,Bihar,2016/09/14,9.0,56.1,46.1,75.8,3.47,4.9,6.28,1245.5,34.9,77.1,79.0,15.8,120.4,good,4.0,9.33,242.2,7848.0,0.414,low,0
23387,STN0326,Kosi, Gujarat ,01/04/2024,4.0,54.7,54.6,36.1,6.48,7.46,8.71,2101.1,26.0,53.0,35.7,17.7,157.5,POOR,1.0,6.47,29.6,,0.517,MODERATE,0
23388,STN0487,Ganga, Uttar Pradesh ,16/12/2017,12.0,23.2,19.2,31.8,,6.42,7.76,1271.2,27.9,58.6,36.5,29.5,57.2,Moderate,1.0,8.03,8.7,4516.0,0.434,Low,0
23389,Stn-0398,Cauvery,ANDHRA PRADESH,2017/07/15,7.0,97.0,118.9,90.9,6.57,6.46,7.33,1742.4,26.7,94.6,59.4,18.7,192.2,GOOD,2.0,4.85,33.5,536.0,0.614,High,1
23390,STN0313,tapi,KARNATAKA,2021-04-12,4.0,36.5,37.0,26.6,4.99,5.95,6.86,1389.5,25.4,46.6,27.9,16.9,24.6,moderate,1.0,10.28,313.4,314.0,0.447,Low,0
23391,STN0410, Krishna ,Odisha,2019-10-24,10.0,57.4,69.5,46.4,2.79,3.7,5.07,985.3,17.0,57.3,26.9,20.2,32.4,MODERATE,0.0,7.08,43.9,4208.0,0.371, Low ,0
23392,stn0475,Yamuna, Bihar ,2022-11-30,11.0,71.5,68.0,77.8,2.54,3.66,4.63,630.2,26.1,59.9,5.0,32.9,240.2,Moderate,1.0,10.91,294.5,8108.0,0.499,Moderate,0
23393,STN0330, Tapi ,karnataka,03-28-2016,3.0,25.5,22.4,29.3,1.77,4.23,5.32,243.6,13.1,,15.4,19.2,56.3,GOOD,0.0,2.58,248.0,3669.0,0.221,Low,0
23394,stn0240,brahmaputra,Assam,08-27-2023,8.0,281.4,254.8,361.1,5.65,5.18,6.39,984.3,34.7,86.5,63.2,16.8,130.9,Moderate,5.0,5.37,371.2,10312.0,0.732,High,1
23395,stn0476,Mahanadi,madhya pradesh,2020-01-27,1.0,64.4,51.4,66.8,3.31,3.87,5.28,1196.0,21.1,62.4,57.0,22.1,31.3,moderate,0.0,3.32,219.2,3377.0,0.401, Low ,0
23396,STN0045,KOSI,GUJARAT,05-29-2023,5.0,49.6,67.0,31.2,6.69,7.62,8.56,1633.8,31.2,48.8,52.4,21.1,0.0,moderate,1.0,1.93,347.9,9484.0,0.441,Low,0
23397,stn0045,kosi, Gujarat ,07-13-2016,7.0,91.8,61.0,110.6,,7.62,8.56,1305.8,23.3,98.4,52.6,11.7,108.0,Good,1.0,13.81km,347.9,9484.0,0.497,MODERATE,0
23398,stn0057,yamuna,bihar,04/10/2016,10.0,73.2,63.2,32.9,2.32,3.4,4.56,563.8,28.9,57.2,,3.9,107.7,god,0.0,3.34,277.4,7746.0,0.355,Low,0
23399,STN0381,GANGA, Uttar Pradesh ,2018/03/15,3.0,104.3,144.9,135.0,5.78,6.74,7.97,1483.3,27.7,30.3,35.1,25.4,105.5,,0.0,0.42,20.2,3127.0,0.49,MODERATE,0
23400,STN0410,krishna,ODISHA,2018/09/21,9.0,136.5,134.5,73.3,,3.7,5.07,880.7,30.4,84.9,67.3,8.8,164.0,moderate,1.0,14.56,43.9,4208.0,0.437,low,0
23401,STN0479,krishna,Odisha,25/11/2017,11.0,33.5,43.7,6.9,2.45,3.59,4.64,668.0,24.5,52.6,40.6,6.8,150.1,good,0.0,3.62,122.5,5412.0,0.345,Low,0
